epoch,acc,f1_score,loss,precision,recall,val_acc,val_f1_score,val_loss,val_precision,val_recall
46,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.0579017736017704,0.4481462240219116,0.9991329312324524,0.937644362449646,"""[0.9741935, 0.9492754, 0.86731386, 0.88435376, 0.96428573, 0.9961977]""",0.24823163449764252,0.4502893090248108,0.988452672958374
47,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.056909747421741486,0.44884446263313293,0.9991329312324524,0.937644362449646,"""[0.9741935, 0.9492754, 0.86731386, 0.88435376, 0.96428573, 0.9961977]""",0.24622192978858948,0.4521922767162323,0.988452672958374
48,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.055959515273571014,0.4501301944255829,0.9991329312324524,0.9387990832328796,"""[0.9774919, 0.9527273, 0.86731386, 0.88435376, 0.96428573, 0.9961977]""",0.2445664256811142,0.4524312913417816,0.988452672958374
49,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.05501046031713486,0.4507758617401123,0.9991329312324524,0.9387990832328796,"""[0.9774919, 0.9527273, 0.86731386, 0.88435376, 0.96428573, 0.9961977]""",0.24320223927497864,0.4524312913417816,0.988452672958374
50,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.05408765748143196,0.45201361179351807,0.9991329312324524,0.9387990832328796,"""[0.9774919, 0.9562044, 0.86731386, 0.88135594, 0.96428573, 0.9961977]""",0.24159808456897736,0.45556145906448364,0.988452672958374
51,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.05322098359465599,0.4527239501476288,0.9991329312324524,0.9387990832328796,"""[0.9774919, 0.9562044, 0.86731386, 0.88135594, 0.96428573, 0.9961977]""",0.23976483941078186,0.4565333425998688,0.988452672958374
52,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.05235831066966057,0.45415133237838745,0.9991329312324524,0.9399538040161133,"""[0.9774919, 0.9562044, 0.87096775, 0.88435376, 0.96428573, 0.9961977]""",0.23794053494930267,0.4573105573654175,0.9896073937416077
53,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.05150938034057617,0.45427069067955017,0.9991329312324524,0.9411085247993469,"""[0.9806452, 0.96, 0.87096775, 0.88435376, 0.96428573, 0.9961977]""",0.23677679896354675,0.4570666551589966,0.9896073937416077
54,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.050720248371362686,0.45498815178871155,0.9991329312324524,0.9411085247993469,"""[0.9806452, 0.96, 0.87096775, 0.88435376, 0.96428573, 0.9961977]""",0.2346021831035614,0.4573105573654175,0.9896073937416077
55,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.049929454922676086,0.4560084342956543,0.9991329312324524,0.9411085247993469,"""[0.9806452, 0.96, 0.87096775, 0.88435376, 0.96428573, 0.9961977]""",0.23321473598480225,0.45779913663864136,0.9896073937416077
56,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.049147363752126694,0.45715418457984924,0.9991329312324524,0.9411085247993469,"""[0.9806452, 0.96, 0.87096775, 0.88435376, 0.96428573, 0.9961977]""",0.2319602221250534,0.4587794542312622,0.9896073937416077
57,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.0483703538775444,0.4583057165145874,0.9991329312324524,0.9411085247993469,"""[0.9806452, 0.9562044, 0.874598, 0.88435376, 0.96428573, 0.9961977]""",0.23068535327911377,0.4582887589931488,0.9896073937416077
58,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.04766562581062317,0.4594127833843231,0.9994219541549683,0.9411085247993469,"""[0.9806452, 0.9562044, 0.874598, 0.88435376, 0.96428573, 0.9961977]""",0.22914540767669678,0.4592711627483368,0.9896073937416077
59,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.04692696034908295,0.459779292345047,0.9994219541549683,0.9411085247993469,"""[0.9806452, 0.9562044, 0.874598, 0.88435376, 0.96428573, 0.9961977]""",0.22764235734939575,0.45976394414901733,0.9896073937416077
60,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.04626401886343956,0.4607085883617401,0.9997109770774841,0.9399538040161133,"""[0.9806452, 0.9562044, 0.87096775, 0.88135594, 0.96428573, 0.9961977]""",0.22628720104694366,0.46050509810447693,0.9896073937416077
61,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.04557528719305992,0.4607085883617401,0.9997109770774841,0.9399538040161133,"""[0.9806452, 0.9562044, 0.87096775, 0.88135594, 0.96428573, 0.9961977]""",0.22473415732383728,0.4604625999927521,0.988452672958374
62,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.044931259006261826,0.46193909645080566,0.9997109770774841,0.9399538040161133,"""[0.9806452, 0.96, 0.8701299, 0.88135594, 0.96085405, 0.9961977]""",0.22360959649085999,0.46170443296432495,0.988452672958374
63,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.04430483281612396,0.46280437707901,0.9997109770774841,0.9411085247993469,"""[0.9806452, 0.96, 0.8737864, 0.88435376, 0.96085405, 0.9961977]""",0.22206760942935944,0.4622030258178711,0.988452672958374
64,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.04367700219154358,0.4635486602783203,0.9997109770774841,0.9411085247993469,"""[0.9806452, 0.96, 0.8737864, 0.88435376, 0.96085405, 0.9961977]""",0.22109515964984894,0.4627026915550232,0.988452672958374
65,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.04312212020158768,0.4646166265010834,1.0,0.9422633051872253,"""[0.9806452, 0.96, 0.87741935, 0.88435376, 0.96428573, 0.9961977]""",0.21986140310764313,0.4627026915550232,0.988452672958374
66,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.042504988610744476,0.4659932553768158,1.0,0.9411085247993469,"""[0.9806452, 0.96, 0.8737864, 0.88435376, 0.96085405, 0.9961977]""",0.21898850798606873,0.4622030258178711,0.988452672958374
67,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.04197695106267929,0.4662444293498993,1.0,0.9411085247993469,"""[0.9806452, 0.96, 0.8737864, 0.88435376, 0.96085405, 0.9961977]""",0.21776032447814941,0.46274298429489136,0.9896073937416077
68,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.04141145944595337,0.46712568402290344,1.0,0.943418025970459,"""[0.9806452, 0.9675091, 0.8766234, 0.887372, 0.96085405, 0.9961977]""",0.2163201868534088,0.4642470180988312,0.9896073937416077
69,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.04090670868754387,0.4676307737827301,1.0,0.943418025970459,"""[0.9806452, 0.9675091, 0.8766234, 0.887372, 0.96085405, 0.9961977]""",0.2148602455854416,0.46525517106056213,0.9896073937416077
70,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.040388524532318115,0.46794697642326355,1.0,0.9422633051872253,"""[0.9806452, 0.9675091, 0.8737864, 0.887372, 0.9571429, 0.9961977]""",0.21428292989730835,0.46525517106056213,0.9896073937416077
71,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.03989705070853233,0.4684538245201111,1.0,0.943418025970459,"""[0.9806452, 0.9675091, 0.8766234, 0.887372, 0.96085405, 0.9961977]""",0.2130734622478485,0.46576085686683655,0.9896073937416077
72,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.039424389600753784,0.46927979588508606,1.0,0.943418025970459,"""[0.9806452, 0.9675091, 0.8766234, 0.887372, 0.96085405, 0.9961977]""",0.21219047904014587,0.46753954887390137,0.9896073937416077
73,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.03900802880525589,0.4691525399684906,1.0,0.9445727467536926,"""[0.9806452, 0.9675091, 0.8794788, 0.8911565, 0.96085405, 0.9961977]""",0.21144361793994904,0.46753954887390137,0.9896073937416077
74,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.038516465574502945,0.46921616792678833,1.0,0.943418025970459,"""[0.9806452, 0.9675091, 0.8766234, 0.887372, 0.96085405, 0.9961977]""",0.21014103293418884,0.4680502414703369,0.9896073937416077
75,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.03812623396515846,0.4699171483516693,1.0,0.9457274675369263,"""[0.9806452, 0.9710145, 0.88311684, 0.8911565, 0.96085405, 0.9961977]""",0.208870068192482,0.4688183665275574,0.9896073937416077
76,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.03768714889883995,0.47049224376678467,1.0,0.9457274675369263,"""[0.9806452, 0.9710145, 0.88311684, 0.8911565, 0.96085405, 0.9961977]""",0.20855702459812164,0.4701042175292969,0.9896073937416077
77,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.03727429732680321,0.4708123505115509,1.0,0.9457274675369263,"""[0.9806452, 0.9710145, 0.88311684, 0.8911565, 0.96085405, 0.9961977]""",0.2073746621608734,0.4706527590751648,0.9907621145248413
78,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.03687988966703415,0.47132542729377747,1.0,0.9457274675369263,"""[0.9806452, 0.9710145, 0.88311684, 0.8911565, 0.96085405, 0.9961977]""",0.20638374984264374,0.4716877341270447,0.9907621145248413
79,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.03651495650410652,0.4719683527946472,1.0,0.9457274675369263,"""[0.9806452, 0.9710145, 0.88311684, 0.8911565, 0.96085405, 0.9961977]""",0.2056123912334442,0.4727572798728943,0.991916835308075
80,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.0361408106982708,0.47248396277427673,1.0,0.9457274675369263,"""[0.9806452, 0.9710145, 0.88311684, 0.8911565, 0.96085405, 0.9961977]""",0.20509931445121765,0.47197800874710083,0.991916835308075
81,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.035818926990032196,0.4735833704471588,1.0,0.9457274675369263,"""[0.9806452, 0.9710145, 0.88311684, 0.8911565, 0.96085405, 0.9961977]""",0.2046867311000824,0.47304731607437134,0.9930716156959534
82,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.03546714410185814,0.4739076793193817,1.0,0.9457274675369263,"""[0.9806452, 0.9745454, 0.8802589, 0.8949153, 0.9571429, 0.9961977]""",0.203494593501091,0.47252747416496277,0.9930716156959534
83,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.03514505550265312,0.4739076793193817,1.0,0.9468821883201599,"""[0.9806452, 0.9745454, 0.88311684, 0.8949153, 0.96085405, 0.9961977]""",0.2025248110294342,0.4720087945461273,0.9930716156959534
84,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.034836295992136,0.4746227562427521,1.0,0.9468821883201599,"""[0.9806452, 0.9745454, 0.88311684, 0.8949153, 0.96085405, 0.9961977]""",0.2020258754491806,0.471749871969223,0.9930716156959534
85,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.034517522901296616,0.4751441776752472,1.0,0.9468821883201599,"""[0.9806452, 0.9745454, 0.88311684, 0.8949153, 0.96085405, 0.9961977]""",0.20107005536556244,0.4725576341152191,0.994226336479187
86,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.03422943130135536,0.47501373291015625,1.0,0.9480369687080383,"""[0.9806452, 0.9745454, 0.8859935, 0.8949153, 0.964539, 0.9961977]""",0.20039823651313782,0.47178083658218384,0.994226336479187
87,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.03396036475896835,0.47501373291015625,1.0,0.9480369687080383,"""[0.9806452, 0.9745454, 0.8859935, 0.8949153, 0.964539, 0.9961977]""",0.19958175718784332,0.4725576341152191,0.994226336479187
88,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.03367222100496292,0.47540533542633057,1.0,0.9457274675369263,"""[0.9806452, 0.9745454, 0.8802589, 0.8949153, 0.9571429, 0.9961977]""",0.19945326447486877,0.4712643623352051,0.994226336479187
89,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.033406294882297516,0.474948525428772,1.0,0.9468821883201599,"""[0.9806452, 0.9745454, 0.88311684, 0.8949153, 0.96085405, 0.9961977]""",0.19837139546871185,0.4710065722465515,0.994226336479187
90,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.03317723050713539,0.47592848539352417,1.0,0.9480369687080383,"""[0.9806452, 0.9745454, 0.8859935, 0.8949153, 0.964539, 0.9961977]""",0.19783473014831543,0.4712643623352051,0.994226336479187
91,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.03293802589178085,0.4761904776096344,1.0,0.9468821883201599,"""[0.9806452, 0.9745454, 0.88311684, 0.8949153, 0.96085405, 0.9961977]""",0.19752882421016693,0.47074905037879944,0.994226336479187
92,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.032693177461624146,0.4764527678489685,1.0,0.9480369687080383,"""[0.9806452, 0.9745454, 0.8859935, 0.8949153, 0.964539, 0.9961977]""",0.1969083696603775,0.46920982003211975,0.994226336479187
93,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.03247211128473282,0.4763871729373932,1.0,0.9468821883201599,"""[0.9806452, 0.9745454, 0.88311684, 0.8949153, 0.96085405, 0.9961977]""",0.19559799134731293,0.4699781537055969,0.994226336479187
94,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.03228391334414482,0.4770439863204956,1.0,0.9468821883201599,"""[0.9806452, 0.9745454, 0.88311684, 0.8949153, 0.96085405, 0.9961977]""",0.19440607726573944,0.47074905037879944,0.994226336479187
95,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.032062120735645294,0.4771755635738373,1.0,0.9468821883201599,"""[0.9806452, 0.9745454, 0.88311684, 0.8949153, 0.96085405, 0.9961977]""",0.19404958188533783,0.47074905037879944,0.994226336479187
96,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.03184901922941208,0.4772413671016693,1.0,0.9480369687080383,"""[0.9806452, 0.9745454, 0.8859935, 0.8949153, 0.964539, 0.9961977]""",0.19348320364952087,0.47023484110832214,0.994226336479187
97,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.0316382460296154,0.4779665768146515,1.0,0.9457274675369263,"""[0.9806452, 0.9745454, 0.8802589, 0.8949153, 0.9571429, 0.9961977]""",0.19368569552898407,0.4689542353153229,0.994226336479187
98,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.03145112469792366,0.4782969355583191,1.0,0.9480369687080383,"""[0.9806452, 0.9745454, 0.8859935, 0.8949153, 0.964539, 0.9961977]""",0.1928344964981079,0.46844395995140076,0.994226336479187
99,1.0,"""[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]""",0.03128889948129654,0.47856155037879944,1.0,0.9468821883201599,"""[0.9806452, 0.9745454, 0.88311684, 0.8949153, 0.96085405, 0.9961977]""",0.19238680601119995,0.4681892395019531,0.994226336479187
